年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2025,Aリーグ,レギュラー, 204 ,2025/06/23,22:48:57,TEAM AJITO,安住太一,65.4,1着,第二試合,45400,P0229
2025,Aリーグ,レギュラー, 204 ,2025/06/23,22:48:57,武装,アベキング,13.9,2着,,33900,P0070
2025,Aリーグ,レギュラー, 204 ,2025/06/23,22:48:57,MJ東京,Mychemi,-18.9,3着,,21100,P0044
2025,Aリーグ,レギュラー, 204 ,2025/06/23,22:48:57,SILVER WOLVES,上野あいみ,-60.4,4着,,-400,P0279
2025,Bリーグ,レギュラー, 205 ,2025/06/24,21:25:47,ガラスのお面,miiko,56.6,1着,第一試合,36600,P0041
2025,Bリーグ,レギュラー, 205 ,2025/06/24,21:25:47,HIVE,カルア,7.4,2着,,27400,P0093
2025,Bリーグ,レギュラー, 205 ,2025/06/24,21:25:47,サクラフレンズ,‪☆徳徳☆,-16.4,3着,,23600,P0009
2025,Bリーグ,レギュラー, 205 ,2025/06/24,21:25:47,電光石火,けっけ,-47.6,4着,,12400,P0102
2025,Aリーグ,レギュラー, 206 ,2025/06/24,21:28:16,MJAC愛好会,教室生 ユウ,49.8,1着,第一試合,29800,P0248
2025,Aリーグ,レギュラー, 206 ,2025/06/24,21:28:16,さわやかMJ野郎の会,黙示録@SMY会,5.9,2着,,25900,P0316
2025,Aリーグ,レギュラー, 206 ,2025/06/24,21:28:16,武装,とむとむ,-15.5,3着,,24500,P0146
2025,Aリーグ,レギュラー, 206 ,2025/06/24,21:28:16,Team MJ lovers,小林宏康,-40.2,4着,,19800,P0275
2025,Aリーグ,レギュラー, 207 ,2025/06/24,21:31:25,TEAMS Rabbit_yohan,RUM,52.3,1着,第一試合,32300,P0054
2025,Aリーグ,レギュラー, 207 ,2025/06/24,21:31:25,TEAM AJITO,KGRS,10.0,2着,,30000,P0037
2025,Aリーグ,レギュラー, 207 ,2025/06/24,21:31:25,レッドリボン軍,小倉唯,-20.1,3着,,19900,P0273
2025,Aリーグ,レギュラー, 207 ,2025/06/24,21:31:25,MJ東京,J,-42.2,4着,,17800,P0032
2025,Bリーグ,レギュラー, 208 ,2025/06/24,21:33:15,ＺＯＯ,サンタマルコ,88.3,1着,第一試合,68300,P0110
2025,Bリーグ,レギュラー, 208 ,2025/06/24,21:33:15,教室生☆KSC,Redstar,9.2,2着,,29200,P0051
2025,Bリーグ,レギュラー, 208 ,2025/06/24,21:33:15,おたまーず,凡野,-35.1,3着,,4900,P0311
2025,Bリーグ,レギュラー, 208 ,2025/06/24,21:33:15,たちこまーず,ミズゴロウ♂,-62.4,4着,,-2400,P0193
2025,Aリーグ,レギュラー, 209 ,2025/06/24,21:36:58,SSブルーバーズ,おむ,58.3,1着,第一試合,38300,P0086
2025,Aリーグ,レギュラー, 209 ,2025/06/24,21:36:58,クレイジーダイヤモンド,ナッチー,15.2,2着,,35200,P0151
2025,Aリーグ,レギュラー, 209 ,2025/06/24,21:36:58,SILVER WOLVES,石川和男,-23.7,3着,,16300,P0285
2025,Aリーグ,レギュラー, 209 ,2025/06/24,21:36:58,TEAM THE ChampLoo,やまだたろう,-49.8,4着,,10200,P0201
2025,Bリーグ,レギュラー, 210 ,2025/06/24,21:40:44,チームミラデミア,ココロん,61.0,1着,第一試合,41000,P0104
2025,Bリーグ,レギュラー, 210 ,2025/06/24,21:40:44,最強位ズ,リョータ,14.5,2着,,34500,P0217
2025,Bリーグ,レギュラー, 210 ,2025/06/24,21:40:44,他力本願寺,桐生れいか,-14.4,3着,,25600,P0252
2025,Bリーグ,レギュラー, 210 ,2025/06/24,21:40:44,enjoyすればイイ雀！,せなmam@,-61.1,4着,,-1100,P0124
2025,Bリーグ,レギュラー, 211 ,2025/06/24,22:31:35,最強位ズ,まびたん,57.5,1着,第二試合,37500,P0187
2025,Bリーグ,レギュラー, 211 ,2025/06/24,22:31:35,他力本願寺,桐生れいか,2.0,2着,,22000,P0252
2025,Bリーグ,レギュラー, 211 ,2025/06/24,22:31:35,チームミラデミア,Nukoshi,-18.5,3着,,21500,P0048
2025,Bリーグ,レギュラー, 211 ,2025/06/24,22:31:35,enjoyすればイイ雀！,べびたん,-41.0,4着,,19000,P0173
2025,Bリーグ,レギュラー, 212 ,2025/06/24,22:35:00,ＺＯＯ,すー,61.8,1着,第二試合,41800,P0121
2025,Bリーグ,レギュラー, 212 ,2025/06/24,22:35:00,教室生☆KSC,Redstar,3.0,2着,,23000,P0051
2025,Bリーグ,レギュラー, 212 ,2025/06/24,22:35:00,おたまーず,もっこり,-17.4,3着,,22600,P0198
2025,Bリーグ,レギュラー, 212 ,2025/06/24,22:35:00,たちこまーず,たちこま,-47.4,4着,,12600,P0134
2025,Aリーグ,レギュラー, 213 ,2025/06/24,22:35:07,レッドリボン軍,なおすけ,55.6,1着,第二試合,35600,P0150
2025,Aリーグ,レギュラー, 213 ,2025/06/24,22:35:07,TEAMS Rabbit_yohan,HAGI,14.2,2着,,34200,P0028
2025,Aリーグ,レギュラー, 213 ,2025/06/24,22:35:07,TEAM AJITO,chemi,-22.8,3着,,17200,P0022
2025,Aリーグ,レギュラー, 213 ,2025/06/24,22:35:07,MJ東京,チン☆パラ,-47.0,4着,,13000,P0136
2025,Aリーグ,レギュラー, 214 ,2025/06/24,22:38:17,Team MJ lovers,ゆっしー@,65.0,1着,第二試合,45000,P0207
2025,Aリーグ,レギュラー, 214 ,2025/06/24,22:38:17,さわやかMJ野郎の会,海賊王,6.1,2着,,26100,P0238
2025,Aリーグ,レギュラー, 214 ,2025/06/24,22:38:17,武装,乙子,-16.0,3着,,24000,P0236
2025,Aリーグ,レギュラー, 214 ,2025/06/24,22:38:17,MJAC愛好会,ロンリーボーイ,-55.1,4着,,4900,P0224
2025,Bリーグ,レギュラー, 215 ,2025/06/24,22:47:23,ガラスのお面,りょう,51.9,1着,第二試合,31900,P0216
2025,Bリーグ,レギュラー, 215 ,2025/06/24,22:47:23,サクラフレンズ,くすだま,6.4,2着,,26400,P0098
2025,Bリーグ,レギュラー, 215 ,2025/06/24,22:47:23,電光石火,フミオ,-14.7,3着,,25300,P0168
2025,Bリーグ,レギュラー, 215 ,2025/06/24,22:47:23,HIVE,最後のZ戦士達,-43.6,4着,,16400,P0261
2025,Aリーグ,レギュラー, 216 ,2025/06/24,22:51:50,SILVER WOLVES,田口淳之介,90.4,1着,第二試合,70400,P0269
2025,Aリーグ,レギュラー, 216 ,2025/06/24,22:51:50,TEAM THE ChampLoo,ふとふと,8.1,2着,,28100,P0167
2025,Aリーグ,レギュラー, 216 ,2025/06/24,22:51:50,クレイジーダイヤモンド,クピドの悪戯,-38.7,3着,,1300,P0099
2025,Aリーグ,レギュラー, 216 ,2025/06/24,22:51:50,SSブルーバーズ,サヴェ松田,-59.8,4着,,200,P0107
2025,Aリーグ,レギュラー, 217 ,2025/06/26,21:25:35,TEAMS Rabbit_yohan,引き運最弱マン,60.1,1着,第一試合,40100,P0231
2025,Aリーグ,レギュラー, 217 ,2025/06/26,21:25:35,さわやかMJ野郎の会,黙示録@SMY会,13.7,2着,,33700,P0316
2025,Aリーグ,レギュラー, 217 ,2025/06/26,21:25:35,TEAM AJITO,pokopoko1234,-18.8,3着,,21200,P0049
2025,Aリーグ,レギュラー, 217 ,2025/06/26,21:25:35,クレイジーダイヤモンド,アスラン,-55.0,4着,,5000,P0068
2025,Bリーグ,レギュラー, 218 ,2025/06/26,21:32:54,最強位ズ,ブ茶ラティ,75.2,1着,第一試合,55200,P0171
2025,Bリーグ,レギュラー, 218 ,2025/06/26,21:32:54,ガラスのお面,ゆう,10.8,2着,,30800,P0202
2025,Bリーグ,レギュラー, 218 ,2025/06/26,21:32:54,サクラフレンズ,女帝ハンコック,-24.1,3着,,15900,P0271
2025,Bリーグ,レギュラー, 218 ,2025/06/26,21:32:54,教室生☆KSC,元教室生タク,-61.9,4着,,-1900,P0255
2025,Bリーグ,レギュラー, 219 ,2025/06/26,21:35:18,おたまーず,鰤トニー,90.6,1着,第一試合,70600,P0326
2025,Bリーグ,レギュラー, 219 ,2025/06/26,21:35:18,ＺＯＯ,戯言遣い,2.1,2着,,22100,P0242
2025,Bリーグ,レギュラー, 219 ,2025/06/26,21:35:18,enjoyすればイイ雀！,銀河,-30.6,3着,,9400,P0253
2025,Bリーグ,レギュラー, 219 ,2025/06/26,21:35:18,電光石火,k-k,-62.1,4着,,-2100,P0034
2025,Aリーグ,レギュラー, 220 ,2025/06/26,21:36:55,SILVER WOLVES,まーくん RMU,53.8,1着,第一試合,33800,P0184
2025,Aリーグ,レギュラー, 220 ,2025/06/26,21:36:55,MJAC愛好会,おかぴー,6.6,2着,,26600,P0079
2025,Aリーグ,レギュラー, 220 ,2025/06/26,21:36:55,レッドリボン軍,梁瀬健太郎,-14.2,3着,,25800,P0063
2025,Aリーグ,レギュラー, 220 ,2025/06/26,21:36:55,Team MJ lovers,中出雄介,-46.2,4着,,13800,P0298
2025,Bリーグ,レギュラー, 221 ,2025/06/26,21:40:53,HIVE,リー,60.0,1着,第一試合,40000,P0213
2025,Bリーグ,レギュラー, 221 ,2025/06/26,21:40:53,チームミラデミア,ひろとだポン,6.2,2着,,26200,P0163
2025,Bリーグ,レギュラー, 221 ,2025/06/26,21:40:53,たちこまーず,ミズゴロウ♂,-17.3,3着,,22700,P0193
2025,Bリーグ,レギュラー, 221 ,2025/06/26,21:40:53,他力本願寺,とり,-48.9,4着,,11100,P0148
2025,Aリーグ,レギュラー, 222 ,2025/06/26,21:47:41,TEAM THE ChampLoo,炎上！炎上！,76.9,1着,第一試合,56900,P0233
2025,Aリーグ,レギュラー, 222 ,2025/06/26,21:47:41,武装,しんじゃうツモ,8.3,2着,,28300,P0119
2025,Aリーグ,レギュラー, 222 ,2025/06/26,21:47:41,MJ東京,J,-30.0,3着,,10000,P0032
2025,Aリーグ,レギュラー, 222 ,2025/06/26,21:47:41,SSブルーバーズ,鈴木正道,-55.2,4着,,4800,P0004
2025,Aリーグ,レギュラー, 223 ,2025/06/26,22:31:26,MJ東京,キラ、,69.3,1着,第二試合,49300,P0096
2025,Aリーグ,レギュラー, 223 ,2025/06/26,22:31:26,SSブルーバーズ,ハナノア,14.5,2着,,34500,P0158
2025,Aリーグ,レギュラー, 223 ,2025/06/26,22:31:26,武装,ゆんゆん,-26.7,3着,,13300,P0210
2025,Aリーグ,レギュラー, 223 ,2025/06/26,22:31:26,TEAM THE ChampLoo,五月雨真空,-57.1,4着,,2900,P0257
2025,Bリーグ,レギュラー, 224 ,2025/06/26,22:34:34,ガラスのお面,ゆう,70.2,1着,第二試合,50200,P0202
2025,Bリーグ,レギュラー, 224 ,2025/06/26,22:34:34,教室生☆KSC,。☆悠紀子☆。,13.9,2着,,33900,P0002
2025,Bリーグ,レギュラー, 224 ,2025/06/26,22:34:34,最強位ズ,Hiromu,-16.3,3着,,23700,P0030
2025,Bリーグ,レギュラー, 224 ,2025/06/26,22:34:34,サクラフレンズ,時々さんじょ,-67.8,4着,,-7800,P0266
2025,Aリーグ,レギュラー, 225 ,2025/06/26,22:34:36,TEAM AJITO,chemi,60.8,1着,第二試合,40800,P0022
2025,Aリーグ,レギュラー, 225 ,2025/06/26,22:34:36,クレイジーダイヤモンド,クピドの悪戯,11.6,2着,,31600,P0099
2025,Aリーグ,レギュラー, 225 ,2025/06/26,22:34:36,さわやかMJ野郎の会,ソニア@SMY会,-19.8,3着,,20200,P0127
2025,Aリーグ,レギュラー, 225 ,2025/06/26,22:34:36,TEAMS Rabbit_yohan,零王,-52.6,4着,,7400,P0322
2025,Bリーグ,レギュラー, 226 ,2025/06/26,22:34:43,ＺＯＯ,rinruka,60.5,1着,第二試合,40500,P0052
2025,Bリーグ,レギュラー, 226 ,2025/06/26,22:34:43,おたまーず,エイデン二号機,9.9,2着,,29900,P0075
2025,Bリーグ,レギュラー, 226 ,2025/06/26,22:34:43,電光石火,EmperorTime,-23.9,3着,,16100,P0024
2025,Bリーグ,レギュラー, 226 ,2025/06/26,22:34:43,enjoyすればイイ雀！,銀河,-46.5,4着,,13500,P0253
2025,Bリーグ,レギュラー, 227 ,2025/06/26,22:36:38,チームミラデミア,inter,62.5,1着,第二試合,42500,P0031
2025,Bリーグ,レギュラー, 227 ,2025/06/26,22:36:38,たちこまーず,はち,5.0,2着,,25000,P0157
2025,Bリーグ,レギュラー, 227 ,2025/06/26,22:36:38,他力本願寺,とり,-21.5,3着,,18500,P0148
2025,Bリーグ,レギュラー, 227 ,2025/06/26,22:36:38,HIVE,ゆん,-46.0,4着,,14000,P0209
2025,Aリーグ,レギュラー, 228 ,2025/06/26,22:50:00,Team MJ lovers,喜多剛士@μ,60.3,1着,第二試合,40300,P0241
2025,Aリーグ,レギュラー, 228 ,2025/06/26,22:50:00,SILVER WOLVES,松崎真也,9.1,2着,,29100,P0276
2025,Aリーグ,レギュラー, 228 ,2025/06/26,22:50:00,レッドリボン軍,レッド総帥,-15.7,3着,,24300,P0221
2025,Aリーグ,レギュラー, 228 ,2025/06/26,22:50:00,MJAC愛好会,湾奥アングラー,-53.7,4着,,6300,P0323
2025,Aリーグ,レギュラー, 229 ,2025/06/27,21:25:22,MJ東京,ななね,69.8,1着,第一試合,49800,P0152
2025,Aリーグ,レギュラー, 229 ,2025/06/27,21:25:22,Team MJ lovers,小林宏康,12.5,2着,,32500,P0275
2025,Aリーグ,レギュラー, 229 ,2025/06/27,21:25:22,レッドリボン軍,かじ,-19.5,3着,,20500,P0090
2025,Aリーグ,レギュラー, 229 ,2025/06/27,21:25:22,クレイジーダイヤモンド,林保徳,-62.8,4着,,-2800,P0320
2025,Bリーグ,レギュラー, 230 ,2025/06/27,21:31:29,教室生☆KSC,☆魔雀T塾生☆,69.2,1着,第一試合,49200,P0010
2025,Bリーグ,レギュラー, 230 ,2025/06/27,21:31:29,HIVE,おぼろ,9.6,2着,,29600,P0085
2025,Bリーグ,レギュラー, 230 ,2025/06/27,21:31:29,チームミラデミア,ひろとだポン,-15.0,3着,,25000,P0163
2025,Bリーグ,レギュラー, 230 ,2025/06/27,21:31:29,電光石火,魔王,-63.8,4着,,-3800,P0312
2025,Aリーグ,レギュラー, 231 ,2025/06/27,21:34:39,TEAMS Rabbit_yohan,MS,60.4,1着,第一試合,40400,P0043
2025,Aリーグ,レギュラー, 231 ,2025/06/27,21:34:39,SILVER WOLVES,阿賀寿直,1.2,2着,,21200,P0228
2025,Aリーグ,レギュラー, 231 ,2025/06/27,21:34:39,TEAM AJITO,ｋｅｎ@あじと,-20.5,3着,,19500,P0036
2025,Aリーグ,レギュラー, 231 ,2025/06/27,21:34:39,SSブルーバーズ,Hara,-41.1,4着,,18900,P0029
2025,Bリーグ,レギュラー, 232 ,2025/06/27,21:35:13,サクラフレンズ,捜査一課長,76.2,1着,第一試合,56200,P0292
2025,Bリーグ,レギュラー, 232 ,2025/06/27,21:35:13,ガラスのお面,りょう,12.0,2着,,32000,P0216
2025,Bリーグ,レギュラー, 232 ,2025/06/27,21:35:13,たちこまーず,JILL,-31.2,3着,,8800,P0033
2025,Bリーグ,レギュラー, 232 ,2025/06/27,21:35:13,おたまーず,二階堂ゴリエ,-57.0,4着,,3000,P0306
2025,Bリーグ,レギュラー, 233 ,2025/06/27,21:44:38,最強位ズ,ｒｒｒｒｒｒ,57.1,1着,第一試合,37100,P0053
2025,Bリーグ,レギュラー, 233 ,2025/06/27,21:44:38,他力本願寺,長谷川,6.4,2着,,26400,P0301
2025,Bリーグ,レギュラー, 233 ,2025/06/27,21:44:38,ＺＯＯ,rinruka,-18.1,3着,,21900,P0052
2025,Bリーグ,レギュラー, 233 ,2025/06/27,21:44:38,enjoyすればイイ雀！,かに,-45.4,4着,,14600,P0091
2025,Aリーグ,レギュラー, 234 ,2025/06/27,21:44:56,武装,年賀状,68.6,1着,第一試合,48600,P0307
2025,Aリーグ,レギュラー, 234 ,2025/06/27,21:44:56,MJAC愛好会,ロッキンポ,2.4,2着,,22400,P0223
2025,Aリーグ,レギュラー, 234 ,2025/06/27,21:44:56,さわやかMJ野郎の会,黒太郎@SMY会,-22.0,3着,,18000,P0260
2025,Aリーグ,レギュラー, 234 ,2025/06/27,21:44:56,TEAM THE ChampLoo,シーナー,-49.0,4着,,11000,P0111
2025,Aリーグ,レギュラー, 235 ,2025/06/27,22:24:40,さわやかMJ野郎の会,ソニア@SMY会,59.0,1着,第二試合,39000,P0127
2025,Aリーグ,レギュラー, 235 ,2025/06/27,22:24:40,武装,赤哲,18.5,2着,,38500,P0288
2025,Aリーグ,レギュラー, 235 ,2025/06/27,22:24:40,MJAC愛好会,冬のミルク,-6.6,3着,,33400,P0304
2025,Aリーグ,レギュラー, 235 ,2025/06/27,22:24:40,TEAM THE ChampLoo,狐-style,-70.9,4着,,-10900,P0256
2025,Bリーグ,レギュラー, 236 ,2025/06/27,22:27:59,教室生☆KSC,☆魔雀T塾生☆,62.7,1着,第二試合,42700,P0010
2025,Bリーグ,レギュラー, 236 ,2025/06/27,22:27:59,HIVE,せいたろう,13.8,2着,,33800,P0122
2025,Bリーグ,レギュラー, 236 ,2025/06/27,22:27:59,電光石火,どっち？弾平,-27.8,3着,,12200,P0143
2025,Bリーグ,レギュラー, 236 ,2025/06/27,22:27:59,チームミラデミア,超番長ケイン,-48.7,4着,,11300,P0300
2025,Aリーグ,レギュラー, 237 ,2025/06/27,22:31:21,SILVER WOLVES,橋本るり子,49.5,1着,第二試合,29500,P0249
2025,Aリーグ,レギュラー, 237 ,2025/06/27,22:31:21,TEAMS Rabbit_yohan,ひぽきよし,6.3,2着,,26300,P0162
2025,Aリーグ,レギュラー, 237 ,2025/06/27,22:31:21,TEAM AJITO,TOM,-16.2,3着,,23800,P0057
2025,Aリーグ,レギュラー, 237 ,2025/06/27,22:31:21,SSブルーバーズ,ハナノア,-39.6,4着,,20400,P0158
2025,Bリーグ,レギュラー, 238 ,2025/06/27,22:32:42,ガラスのお面,りょう,74.2,1着,第二試合,54200,P0216
2025,Bリーグ,レギュラー, 238 ,2025/06/27,22:32:42,サクラフレンズ,桜咲ななみ,26.1,2着,,46100,P0262
2025,Bリーグ,レギュラー, 238 ,2025/06/27,22:32:42,おたまーず,おたま♪,-35.0,3着,,5000,P0084
2025,Bリーグ,レギュラー, 238 ,2025/06/27,22:32:42,たちこまーず,としや,-65.3,4着,,-5300,P0142
2025,Bリーグ,レギュラー, 239 ,2025/06/27,22:45:17,ＺＯＯ,戯言遣い,78.9,1着,第二試合,58900,P0242
2025,Bリーグ,レギュラー, 239 ,2025/06/27,22:45:17,他力本願寺,YOU太郎,7.8,2着,,27800,P0064
2025,Bリーグ,レギュラー, 239 ,2025/06/27,22:45:17,enjoyすればイイ雀！,べびたん,-22.5,3着,,17500,P0173
2025,Bリーグ,レギュラー, 239 ,2025/06/27,22:45:17,最強位ズ,リョータ,-64.2,4着,,-4200,P0217
2025,Aリーグ,レギュラー, 240 ,2025/06/27,22:56:21,クレイジーダイヤモンド,太郎,129.8,1着,第二試合,109800,P0294
2025,Aリーグ,レギュラー, 240 ,2025/06/27,22:56:21,MJ東京,チン☆パラ,10.0,2着,,30000,P0136
2025,Aリーグ,レギュラー, 240 ,2025/06/27,22:56:21,レッドリボン軍,梁瀬健太郎,-48.2,3着,,-8200,P0063
2025,Aリーグ,レギュラー, 240 ,2025/06/27,22:56:21,Team MJ lovers,ysk,-91.6,4着,,-31600,P0065
2025,Aリーグ,レギュラー, 241 ,2025/06/30,21:33:35,Team MJ lovers,激昂ラージャン,70.3,1着,第一試合,50300,P0254
2025,Aリーグ,レギュラー, 241 ,2025/06/30,21:33:35,さわやかMJ野郎の会,黒太郎@SMY会,3.7,2着,,23700,P0260
2025,Aリーグ,レギュラー, 241 ,2025/06/30,21:33:35,SSブルーバーズ,おむ,-17.9,3着,,22100,P0086
2025,Aリーグ,レギュラー, 241 ,2025/06/30,21:33:35,MJ東京,えんがわ,-56.1,4着,,3900,P0078
2025,Bリーグ,レギュラー, 242 ,2025/06/30,21:34:04,電光石火,けっけ,54.8,1着,第一試合,34800,P0102
2025,Bリーグ,レギュラー, 242 ,2025/06/30,21:34:04,最強位ズ,まびたん,5.8,2着,,25800,P0187
2025,Bリーグ,レギュラー, 242 ,2025/06/30,21:34:04,おたまーず,凡野,-16.3,3着,,23700,P0311
2025,Bリーグ,レギュラー, 242 ,2025/06/30,21:34:04,チームミラデミア,ココロん,-44.3,4着,,15700,P0104
2025,Bリーグ,レギュラー, 243 ,2025/06/30,21:35:52,サクラフレンズ,女帝ハンコック,66.3,1着,第一試合,46300,P0271
2025,Bリーグ,レギュラー, 243 ,2025/06/30,21:35:52,たちこまーず,ミズゴロウ♂,11.9,2着,,31900,P0193
2025,Bリーグ,レギュラー, 243 ,2025/06/30,21:35:52,HIVE,郷 ひろし,-22.3,3着,,17700,P0250
2025,Bリーグ,レギュラー, 243 ,2025/06/30,21:35:52,他力本願寺,長谷川,-55.9,4着,,4100,P0301
2025,Bリーグ,レギュラー, 244 ,2025/06/30,21:39:42,ＺＯＯ,サンタマルコ,51.7,1着,第一試合,31700,P0110
2025,Bリーグ,レギュラー, 244 ,2025/06/30,21:39:42,ガラスのお面,とみちよ,8.9,2着,,28900,P0145
2025,Bリーグ,レギュラー, 244 ,2025/06/30,21:39:42,enjoyすればイイ雀！,じゅねこ,-13.3,3着,,26700,P0116
2025,Bリーグ,レギュラー, 244 ,2025/06/30,21:39:42,教室生☆KSC,☆魔雀T塾生☆,-47.3,4着,,12700,P0010
2025,Aリーグ,レギュラー, 245 ,2025/06/30,21:44:43,武装,アベキング,76.5,1着,第一試合,56500,P0070
2025,Aリーグ,レギュラー, 245 ,2025/06/30,21:44:43,クレイジーダイヤモンド,アスラン,29.5,2着,,49500,P0068
2025,Aリーグ,レギュラー, 245 ,2025/06/30,21:44:43,TEAM THE ChampLoo,まんまる,-38.5,3着,,1500,P0190
2025,Aリーグ,レギュラー, 245 ,2025/06/30,21:44:43,TEAM AJITO,あばだんご,-67.5,4着,,-7500,P0069
2025,Aリーグ,レギュラー, 246 ,2025/06/30,21:53:23,SILVER WOLVES,まーくん RMU,73.5,1着,第一試合,53500,P0184
2025,Aリーグ,レギュラー, 246 ,2025/06/30,21:53:23,レッドリボン軍,カオス,3.4,2着,,23400,P0089
2025,Aリーグ,レギュラー, 246 ,2025/06/30,21:53:23,MJAC愛好会,つかぴー,-17.9,3着,,22100,P0137
2025,Aリーグ,レギュラー, 246 ,2025/06/30,21:53:23,TEAMS Rabbit_yohan,MS,-59.0,4着,,1000,P0043
2025,Bリーグ,レギュラー, 247 ,2025/06/30,22:28:43,ＺＯＯ,すー,54.0,1着,第二試合,34000,P0121
2025,Bリーグ,レギュラー, 247 ,2025/06/30,22:28:43,教室生☆KSC,。☆悠紀子☆。,8.7,2着,,28700,P0002
